4781
.cn	I2
手机开发	I2271
手机（移动电话）	I2272
扎根理论	I2273
打击乐器	I2274
打喷嚏（生命机理）	I2275
打孔机	I2276
托勒密王朝	I2277
托寓	I2278
托马斯·卡莱尔	I2279
托马斯·罗伯特·马尔萨斯	I2280
托马斯·莫尔	I2281
托马斯·里德	I2282
托马斯·阿奎纳	I2283
托马斯·霍布斯	I2284
托马索·康帕内拉	I2285
扩张性财政政策	I2286
扬·巴普蒂斯塔·范·海尔蒙特	I2287
批判哲学	I2288
批评家（专门从事评论、评批的人）	I2289
找工作	I2290
技术进步	I2291
抑郁症	I2292
抗日战争（中华民族全面抗日战争）	I2293
抗日战争（中国抵抗日本侵略的一场民族性的全面战争）	I2294
折衷主义	I2295
抚远	I2296
拉丁文	I2297
拉卡托斯	I2298
拉希姆·斯特林	I2299
拉普拉斯（法国数学家、物理学家）	I2300
拉格朗日量	I2301
拉洋片	I2302
拉美特利	I2303
拉马克	I2304
拉高	I2305
拒绝服务攻击	I2306
拓扑学	I2307
拓扑结构	I2308
拓扑群	I2309
拔火罐	I2310
招商银行	I2311
拟人论	I2312
指书	I2313
指令（算术运算）	I2314
挑战者号航天飞机	I2315
挤出效应	I2316
挪威	I2317
挪威国王	I2318
探明储量	I2319
探险家（指从事探险的人）	I2320
掩星	I2321
描述性研究	I2322
插值（离散数学名词）	I2323
摄动理论	I2324
摄影测量法	I2325
摄影（专业术语）	I2326
摇滚乐（音乐种类）	I2327
摩天大楼（超高层建筑）	I2328
摩尔质量	I2329
摩尔（物质的量单位）	I2330
摩擦性失业	I2331
摩诃迦叶	I2332
撒哈拉以南非洲	I2333
操作性定义	I2334
操作系统内核	I2335
操作系统（计算机管理控制程序）	I2336
收入分配	I2337
改革开放	I2338
攻补兼施	I2339
放射分析化学	I2340
放射性物质	I2341
放射治疗	I2342
放屁（动词）	I2343
政党制度	I2344
政务院	I2345
政府	I2346
政府失灵	I2347
政府拨款	I2348
政府治理	I2349
政治	I2350
政治人类学	I2351
政治体制	I2352
政治共同体	I2353
政治关系	I2354
政治决策	I2355
政治制度	I2356
政治哲学	I2357
政治哲学（政治学的分支学科）	I2358
政治地理学	I2359
政治学家	I2360
政治学（社会科学学科）	I2361
政治心理学	I2362
政治改革	I2363
政治斗争	I2364
政治权利和自由	I2365
政治格局	I2366
政治环境	I2367
政治现象	I2368
政治生活	I2369
政治社会学	I2370
政治经济学（南京大学出版社出版图书）	I2371
政治结构	I2372
政治联盟	I2373
政法委员会	I2374
效应	I2375
效度	I2376
效率	I2377
效率市场假说	I2378
教学医院	I2379
教父（1972年弗朗西斯·福特·科波拉执导电影）	I2380
教育学（社会学科）	I2381
教育心理学（心理学分支学科）	I2382
教育改革	I2383
敦煌（甘肃省酒泉市代管县级市）	I2384
数书九章	I2385
数值分析（数学下属学科）	I2386
数值分析（清华大学出版社图书）	I2387
数值模拟	I2388
数值积分	I2389
数值计算（指用计算机解决各种数据问题的方法）	I2390
数列	I2391
数字计算机	I2392
数学分析（数学基础分支）	I2393
数学名词	I2394
数学基础	I2395
数学奖	I2396
数学家（游戏王的卡片）	I2397
数学心理学	I2398
数学概念	I2399
数学模型（数学学科）	I2400
数学科学	I2401
数学符号	I2402
数学语言	I2403
数学运算	I2404
数学（学科）	I2405
数据压缩	I2406
数据存储	I2407
数据对象	I2408
数据库	I2409
数据库服务器	I2410
数据库管理系统	I2411
数据库系统	I2412
数据模型	I2413
数据结构（计算机存储、组织数据方式）	I2414
数据（计算机术语）	I2415
数理逻辑（用数学方法研究逻辑或形式逻辑的学科）	I2416
数码摄像机	I2417
数系	I2418
数论派	I2419
数量地理学	I2420
整体论	I2421
整数（数学名词）	I2422
文人音乐	I2423
文件系统	I2424
文化产业（产业门类）	I2425
文化人类学（林惠祥创作人类学作品）	I2426
文化地理学	I2427
文化大革命	I2428
文化接触	I2429
文化旅游	I2430
文化（广泛的知识并将之活学活用与根植内心的修养）	I2431
文字	I2432
文学创作	I2433
文学批评	I2434
文学（一种语言艺术形式）	I2435
文章（印尼歌手）	I2436
文艺复兴（14到17世纪的欧洲思想文化运动）	I2437
文莱	I2438
斐迪南·滕尼斯	I2439
斗栱	I2440
断代史	I2441
斯万特·奥古斯特·阿累尼乌斯	I2442
斯坦福大学	I2443
斯堪的纳维亚半岛	I2444
斯多葛主义	I2445
斯多葛学派	I2446
斯德哥尔摩大学	I2447
斯托曼	I2448
斯拉夫语族	I2449
斯汀	I2450
斯特拉波	I2451
斯科特·辛克莱尔	I2452
斯莫尔	I2453
斯蒂芬·沃尔夫勒姆	I2454
斯诺克（英式台球）	I2455
斯里贾亚瓦德纳普拉科特	I2456
新产品	I2457
新修本草	I2458
新兴凯恩斯学派	I2459
新几内亚岛	I2460
新加坡元	I2461
新加坡港	I2462
新华通讯社	I2463
新古典主义经济学	I2464
新古典主义（新古典主义文化）	I2465
新古典经济学	I2466
新古典综合派	I2467
新喜剧	I2468
新型农村合作医疗	I2469
新康德主义	I2470
新托马斯主义	I2471
新教	I2472
新教伦理与资本主义精神	I2473
新文化运动	I2474
新月沃地	I2475
新柏拉图主义	I2476
新民主主义革命	I2477
新疆和平解放（新疆解放战争）	I2478
新疆（中国自治区）	I2479
新石器革命	I2480
新西兰	I2481
新闻	I2482
新闻学	I2483
新闻组	I2484
新闻自由	I2485
新黑格尔主义	I2486
方与圆	I2487
方剂	I2488
方剂学（中医学科目）	I2489
方向（国家标准委副主任）	I2490
方向（浙江淳安县诗人）	I2491
方安娜	I2492
方差分析	I2493
方法论（哲学术语）	I2494
方法（哲学的方法论）	I2495
方舟子	I2496
施乐	I2497
施今墨	I2498
旅游产业	I2499
旋律（音乐术语）	I2500
无产阶级专政	I2501
无伴奏合唱	I2502
无关变量	I2503
无国界	I2504
无声电影（默片电影）	I2505
无机化合物	I2506
无条件投降	I2507
无神论者	I2508
无线接入点	I2509
无线热点	I2510
无线电探空仪	I2511
无限集合	I2512
日元	I2513
日冕	I2514
日心说	I2515
日月星辰（宇宙的天体）	I2516
日本人（有日本国籍的人或有和族血统的人）	I2517
日本漫画	I2518
日本（日本国）	I2519
日照（山东省省辖市）	I2520
日语	I2521
日食	I2522
早期宇宙	I2523
时空（集合名词）	I2524
时间单位	I2525
时间性	I2526
时间顺序	I2527
时间（事件过程长短和发生顺序的度量）	I2528
昆剧	I2529
昆明	I2530
昆曲（中国传统戏剧）	I2531
昆虫（节肢动物门昆虫纲动物）	I2532
明斯特	I2533
明朝（中国历史朝代）	I2534
明治维新（19世纪60-90年代日本的改革运动）	I2535
易水学派	I2536
星云奖	I2537
星座命盘	I2538
星系	I2539
星系动力学	I2540
星系核	I2541
星系群	I2542
星系自转	I2543
星表	I2544
星际介质	I2545
星际尘埃	I2546
星际气体	I2547
星风	I2548
春秋左氏传	I2549
春秋（春秋经）	I2550
春节（中国传统节日）	I2551
春运（中国特有的文化现象）	I2552
显学	I2553
显生宙	I2554
显著性	I2555
显著性差异	I2556
普劳图斯	I2557
普渡大学	I2558
普罗泰戈拉	I2559
普通化学	I2560
普通法律	I2561
普通话（中华人民共和国通用的现代标准汉语）	I2562
普通高中	I2563
普通高等学校	I2564
普通高等学校招生全国统一考试	I2565
普遍性	I2566
普鲁塔克	I2567
景气循环	I2568
智囊团	I2569
智慧宫	I2570
智能手机	I2571
智能手表（电子科技产品）	I2572
智能电视	I2573
暗星云	I2574
暗星（全新空天武器）	I2575
暗物质晕	I2576
暗物质（不与电磁力产生作用的物质）	I2577
暗物质（物理名词）	I2578
暗示心理学	I2579
暗能量	I2580
暴饮暴食	I2581
曲线积分	I2582
曹颖甫	I2583
曾母暗沙	I2584
曾永义	I2585
替代医学	I2586
替代品（物品价格的上升引起下一物品需求的增加）	I2587
最伟大的	I2588
最低工资（正常劳动下开出的最低金额报酬）	I2589
最受欢迎	I2590
最早的中国	I2591
最终用户许可协议	I2592
月令	I2593
月球（地球的天然卫星）	I2594
月食（天文现象）	I2595
有仇必报	I2596
有声电影	I2597
有效需求	I2598
有机	I2599
有机农业（农业学术语）	I2600
有理数	I2601
有迹可循（2016年石英杰执导电影）	I2602
有限与无限	I2603
服务器	I2604
朗德海花园场景	I2605
望远镜	I2606
朝圣（宗教活动）	I2607
朝阳区（北京市辖区）	I2608
朝阳大学	I2609
朝鲜战争（20世纪50年代朝鲜半岛战争）	I2610
朝鲜族	I2611
朝鲜（朝鲜民主主义人民共和国）	I2612
期刊	I2613
期货交易	I2614
朦胧诗	I2615
木偶戏（国家级非物质文化遗产）	I2616
木星（太阳系八大行星之一）	I2617
木材化学	I2618
木管乐器	I2619
未解之谜（世界十大未解之谜）	I2620
末日审判书	I2621
本·伯南克	I2622
本我、自我与超我	I2623
本星系群	I2624
本草纲目（中医典籍）	I2625
本草经集注	I2626
朱德	I2627
朱镕基	I2628
朱震亨	I2629
朴门学	I2630
机关、团体、企业、事业单位消防安全管理规定	I2631
机制设计理论	I2632
机动战士高达（富野由悠季执导系列作品）	I2633
机器人（自动执行工作的机器装置）	I2634
机械工程（一级学科）	I2635
机电产品	I2636
机能主义	I2637
机顶盒	I2638
杂交水稻（杂交技术培育的水稻品种）	I2639
杂志	I2640
权力分配	I2641
权力制衡	I2642
权力意志	I2643
李先念（无产阶级革命家）	I2644
李克强（中铝宁夏能源集团有限公司党委委员、书记）	I2645
李克强（清华大学汽车工程系系主任）	I2646
李嘉图等价	I2647
李家诚	I2648
李廷机	I2649
李彩琳	I2650
李时珍（明朝医药学家）	I2651
李杲（金元四大家之一）	I2652
李群（安徽省马鞍山市政协主席）	I2653
李翱	I2654
李鹏（2011年感动中原十大年度人物、抗洪抢险勇士）	I2655
李鹏（国务院原总理）	I2656
材料科学（应用科学领域）	I2657
杜佑	I2658
杜鹃（杜鹃花科植物）	I2659
杠杆原理（物理学力学定理）	I2660
杠杆平衡	I2661
杠杆（简单机械）	I2662
杨泉（八珠乡党委副书记、政府乡长）	I2663
杨贤	I2664
杭州（浙江省省会）	I2665
杰伊	I2666
杰罗姆·布鲁纳	I2667
松下（日本著名电子产品制造商）	I2668
松花江（黑龙江在中国境内的最大支流）	I2669
极光（自然现象）	I2670
极深地下实验室	I2671
极锋	I2672
构造主义	I2673
林地（成片的天然林、次生林和人工林覆盖的土地）	I2674
林纳斯·托瓦兹	I2675
果壳网	I2676
架空层	I2677
柏拉图主义	I2678
柏拉图学院	I2679
柏拉图（古希腊哲学家）	I2680
柏林洪堡大学	I2681
柏林（德国首都）	I2682
柠檬市场	I2683
查士丁尼一世	I2684
查尔斯·巴贝奇（英国发明家、电脑先驱）	I2685
查尔斯·斯科特·谢灵顿	I2686
查尔斯·桑德斯·皮尔士	I2687
查尔斯·霍顿·库利	I2688
查理·路易·孟德斯鸠	I2689
柯伊伯带	I2690
柯林·武德	I2691
柳树	I2692
标准模型	I2693
标准行业分类法	I2694
标准音	I2695
校准	I2696
校园（词语概念）	I2697
核反应堆	I2698
核合成	I2699
核心利益	I2700
核球	I2701
核磁共振仪	I2702
核磁共振（物理现象结构分析手段）	I2703
核糖体	I2704
核糖核酸	I2705
核素	I2706
核聚变	I2707
核能发电	I2708
核裂变	I2709
格劳秀斯	I2710
格奥尔格·威廉·弗里德里希·黑格尔	I2711
格奥尔格·齐美尔	I2712
格廷根大学	I2713
格式塔心理学	I2714
格拉姆	I2715
格物学	I2716
格物致知	I2717
格里戈里·佩雷尔曼	I2718
桂林山水（桂林旅游资源总称）	I2719
桃李杯	I2720
框架（建筑学概念）	I2721
案头戏	I2722
桥接	I2723
梅兰妮·克莱茵	I2724
梅因	I2725
梅西叶星表	I2726
梦的解析（弗洛伊德著心理学理论）	I2727
梵剧	I2728
检察官（依法行使国家检察权的检察人员）	I2729
检察机关	I2730
棒旋星系	I2731
棒球（体育运动）	I2732
森林生态系统	I2733
森林覆盖率	I2734
森林面积	I2735
植树节	I2736
植物群	I2737
植物（有叶绿素和细胞壁能够进行自养的真核生物）	I2738
椭圆星系	I2739
概念设计	I2740
概率	I2741
樊哙（西汉开国元勋，大将军，左丞相）	I2742
模型论	I2743
模式转换	I2744
模拟实验	I2745
模拟计算机	I2746
模组	I2747
横断山脉（中国最长、最宽和最典型的南北向山系）	I2748
次贷危机	I2749
欢乐颂（贝多芬作品）	I2750
欧元	I2751
欧几里得几何	I2752
欧洲人（人种）	I2753
欧洲共同体	I2754
欧洲历史（欧洲的历史）	I2755
欧洲哲学	I2756
欧洲大陆（地理学名词）	I2757
欧洲核子研究组织	I2758
欧洲联盟条约	I2759
欧洲联盟（欧洲经济、政治共同体）	I2760
欧洲音乐	I2761
欧洲（地球七大洲之一）	I2762
欧玛尔·海亚姆	I2763
欧美地区	I2764
欧联卫浴	I2765
欧里庇得斯	I2766
欧阳姓	I2767
欧陆哲学	I2768
歌剧（音乐的戏剧）	I2769
歌手（湖南卫视音乐竞技节目）	I2770
歌曲	I2771
歌舞伎	I2772
歌词（声乐作品中的词句）	I2773
正向心理学	I2774
正常物品	I2775
正念减压	I2776
正念（词语解释）	I2777
正电子发射计算机断层扫描	I2778
正骨（中医骨科诊疗）	I2779
武汉大学	I2780
武汉（湖北省省会）	I2781
武艺（攻防格斗技术）	I2782
武陵山	I2783
死刑立即执行	I2784
死锁	I2785
比例尺	I2786
比例（数学术语）	I2787
比利时	I2788
比表面积	I2789
比较利益	I2790
比较心理学	I2791
比鲁尼	I2792
毕达哥拉斯	I2793
毕达哥拉斯学派	I2794
毗湿奴（印度教主神）	I2795
毛利人	I2796
毛泽东思想	I2797
毛泽东（中共中央文献研究室、新华通讯社编辑图书）	I2798
毛泽东（无产阶级革命家）	I2799
氏族制度	I2800
氏族（原始社会中人类社会群体）	I2801
民主共和国	I2802
民主选举（词意）	I2803
民主集中制	I2804
民工（外来务工人员）	I2805
民意调查	I2806
民族主义（意识形态运动）	I2807
民族乐器	I2808
民族医学	I2809
民族压迫	I2810
民族国家	I2811
民族志（写作文本）	I2812
民族识别	I2813
民族语言	I2814
民族资产阶级	I2815
民族问题	I2816
民族音乐学	I2817
民族（中国国家民族事务委员会主办的综合性刊物）	I2818
民族（经长期历史发展而形成的稳定共同体）	I2819
民用航空运输	I2820
民谣（名词）	I2821
民间信仰（民众中自发产生的一套神灵崇拜观念）	I2822
民间音乐（有民族性和地域性的音乐）	I2823
气候变化（气候平均状态随时间的变化）	I2824
气压	I2825
气压梯度	I2826
气态巨行星	I2827
气血津液	I2828
氢氧根离子	I2829
氢离子	I2830
氢离子浓度指数	I2831
氢键	I2832
氦气	I2833
氧化剂（常规具有氧化作用的化学用品）	I2834
氧化性	I2835
氧化数	I2836
氧化还原	I2837
氯化钠	I2838
氯离子	I2839
水体	I2840
水分子	I2841
水合氢离子	I2842
水土流失（自然灾害）	I2843
水平衡	I2844
水平运动	I2845
水循环	I2846
水星（太阳系的八大行星之一）	I2847
水杉	I2848
水磨沟区	I2849
水线	I2850
水貂	I2851
水资源	I2852
水资源总量	I2853
水资源短缺	I2854
永久（品牌）	I2855
永乐大典	I2856
永兴岛	I2857
永徽律	I2858
永恒战争	I2859
永暑礁	I2860
永生（梦入神机创作玄幻小说）	I2861
永续发展	I2862
汇编语言（面向机器的程序设计语言）	I2863
汉书	I2864
汉书·艺文志	I2865
汉字文化圈	I2866
汉文化	I2867
汉斯·艾森克	I2868
汉族	I2869
汉族人口	I2870
汉朝	I2871
汉藏语系	I2872
汉语	I2873
江南（小说作家）	I2874
江户时代	I2875
江泽民	I2876
江苏	I2877
江西（中华人民共和国省级行政区）	I2878
汤姆森（澳洲保健品品牌thompsons汤姆森）	I2879
汤液经法	I2880
汽车	I2881
汽车导航系统	I2882
汽车市场	I2883
沃夫冈	I2884
沃尔姆斯	I2885
沃尔玛百货有限公司	I2886
沈家本	I2887
沈括	I2888
沈阳（辽宁省省会）	I2889
沙利度胺	I2890
沙尘暴（天气现象）	I2891
沙漠之鹰	I2892
沙罗周期	I2893
沪江大学	I2894
河北（中华人民共和国省级行政区）	I2895
河南（中华人民共和国省级行政区）	I2896
河海大学	I2897
河间学派	I2898
油脂植物	I2899
法人（法律概念）	I2900
法兰克福大学	I2901
法兰克福学派	I2902
法兰克福（德国黑森州最大城市）	I2903
法医	I2904
法医学（清华大学出版社出版图书）	I2905
法医鉴定	I2906
法哲学（法的基本理论的一门学科）	I2907
法国大革命（历史革命）	I2908
法国电影	I2909
法国科学院	I2910
法国（法兰西共和国）	I2911
法学教育	I2912
法学研究	I2913
法学硕士	I2914
法学（关于法律问题的知识和理论体系）	I2915
法官（法律术语）	I2916
法定节假日	I2917
法家	I2918
法家哲学	I2919
法律专业	I2920
法律博士	I2921
法律史学	I2922
法律特征	I2923
法律现象	I2924
法律的概念	I2925
法律经济学	I2926
法律职业	I2927
法律观念	I2928
法律（法律概念）	I2929
法治国家	I2930
法理学（法学学科）	I2931
法的本质	I2932
法系（法律）	I2933
泛函分析（数学分支学科）	I2934
泛胜之书	I2935
波兰（波兰共和国）	I2936
波函数	I2937
波动力学（学科名称）	I2938
波士顿（美国马萨诸塞州的首府和最大城市）	I2939
波尔多（法国城市bordeaux）	I2940
波希战争	I2941
波斯人	I2942
波斯帝国	I2943
波斯（古代文明及民族）	I2944
波普尔	I2945
波爱修斯	I2946
波里比阿	I2947
波长范围	I2948
波音（美国航空航天制造公司）	I2949
泰勒斯	I2950
泰国	I2951
泰奥弗拉斯托斯	I2952
泰西封	I2953
洋中脊	I2954
洋流	I2955
洗冤集录	I2956
洛克菲勒大学	I2957
洛克（美籍奥地利学者约瑟夫·洛克）	I2958
洛夫（诗人）	I2959
洛桑学派	I2960
活动主题	I2961
活动星系	I2962
活动星系核	I2963
流星雨（天文现象）	I2964
流星（天文现象）	I2965
流行音乐（一种音乐风格）	I2966
测绘仪器	I2967
测绘学	I2968
测量仪器	I2969
测量数据	I2970
测量结果	I2971
浏览器	I2972
浙江	I2973
浙江大学	I2974
浦薛凤	I2975
浪漫主义	I2976
浪潮集团有限公司	I2977
浮力	I2978
海上航路	I2979
海什木	I2980
海冰（海水冻结而成的咸水冰）	I2981
海南特别行政区	I2982
海南（中华人民共和国省级行政区）	I2983
海地（北美洲国家）	I2984
海岸线（大海和地面的交界线）	I2985
海峡两岸（中国中央电视台栏目）	I2986
海底热泉	I2987
海拔高度	I2988
海水淡化	I2989
海洋动物（海洋中异养型生物的总称）	I2990
海洋化学	I2991
海洋权益	I2992
海洋浮标	I2993
海洋调查船	I2994
海洋酸化	I2995
海王星（太阳系八大行星之一）	I2996
海陆（中国内地女演员）	I2997
消费者权益	I2998
消费者理论	I2999
淀粉植物	I3000
淘宝信用等级	I3001
淡水湖	I3002
淮河	I3003
深圳	I3004
深圳地铁	I3005
深圳市第一职业技术学校	I3006
深圳港	I3007
深度访谈	I3008
深空天体	I3009
淳于意	I3010
混合物	I3011
混合经济	I3012
混沌理论（一种兼具质性思考与量化分析的方法）	I3013
清党	I3014
清华大学	I3015
清明节（中华民族的传统节日）	I3016
清朝（中国历史朝代）	I3017
渚碧岛	I3018
渡江战役	I3019
渤海海峡	I3020
渤海（中华人民共和国管辖北部内海）	I3021
温室气体	I3022
温家宝（中华人民共和国国务院原总理）	I3023
温带落叶阔叶林	I3024
温度（物理量）	I3025
温病学	I3026
温病学派	I3027
温补学派	I3028
港铁	I3029
游戏机（名词）	I3030
游戏（娱乐方式）	I3031
游泳（体育运动）	I3032
湄公河（中南半岛河流）	I3033
湖北	I3034
湖南（中华人民共和国省级行政区）	I3035
湖泊	I3036
湘南起义（1928年朱德、陈毅在宜章县发动的起义）	I3037
源代码（示例源程序）	I3038
源程序	I3039
滕尼斯	I3040
满族	I3041
滴灌	I3042
演化心理学	I3043
演化理论	I3044
演化生物学	I3045
演化经济学	I3046
演员（职业名称）	I3047
演员（薛之谦歌曲）	I3048
漠河（大兴安岭地区下辖县级市）	I3049
潜在超级大国	I3050
潜意识（心理学名词）	I3051
潮汐力	I3052
潮汐（自然现象）	I3053
澳大利亚	I3054
澳洲原住民	I3055
澳门主权移交	I3056
澳门大学	I3057
澳门科技大学法学院	I3058
澳门（中华人民共和国澳门特别行政区）	I3059
澳门（屈大均的其中一首诗）	I3060
激光冷却	I3061
激光干涉引力波天文台	I3062
激光（受激辐射光放大）	I3063
火山作用	I3064
火成论	I3065
火星（太阳系八大行星之一）	I3066
火车进站（世界上第一批影片）	I3067
灵长目	I3068
灾变论（学术理论）	I3069
炎帝（中国上古部落首领）	I3070
炼金术士（游戏dota中英雄）	I3071
炼金术（中世纪化学哲学思想）	I3072
烟台市三特翻译事务所	I3073
热力学定律	I3074
热力学第一定律	I3075
热导率	I3076
热带气旋	I3077
热带雨林（热带气候区的独特生态系统）	I3078
热病	I3079
热辐射	I3080
热通量	I3081
焚书坑儒（历史事件）	I3082
焦耳（物理学单位）	I3083
煤化学	I3084
照相机（利用光学原理成像并记录影像设备）	I3085
熔断器	I3086
燃素说	I3087
爬行动物（2010年湖北教育出版社出版的图书）	I3088
爰书	I3089
爱丁堡大学	I3090
爱丽丝（美国电影《生化危机》系列中的女主角）	I3091
爱利克·埃里克森	I3092
爱德华·纽盖特	I3093
爱德华·霍列特·卡尔	I3094
爱新觉罗·载湉	I3095
爱智慧	I3096
爱米尔·涂尔干	I3097
爵士乐（音乐类型）	I3098
爵士歌王	I3099
爵士（欧洲君主国的一种爵位）	I3100
父亲的病	I3101
爸爸去哪儿（湖南卫视亲子互动真人秀）	I3102
版本号	I3103
牙齿疼痛	I3104
牛顿力学	I3105
牛顿运动定律	I3106
牛顿（物理学单位）	I3107
物体状态	I3108
物理光学（物理学科）	I3109
物理声学	I3110
物理学分支	I3111
物理学（自然科学学科）	I3112
物理宇宙学	I3113
物理定律	I3114
物理小识	I3115
物理系	I3116
物理系统	I3117
物种起源（英国查尔斯·罗伯特·达尔文著图书）	I3118
物自身	I3119
物质世界	I3120
物质的量	I3121
物质（化学物质）	I3122
物质（物理学名词）	I3123
特别关注（杂志名）	I3124
特别提款权	I3125
特别行政区	I3126
特大城市（城区常住人口500至1000万的城市）	I3127
特异性（细胞免疫概念）	I3128
特殊利益集团	I3129
特殊化	I3130
特色（一事物区别于其他事物的独有特征）	I3131
特质	I3132
特质理论	I3133
犬细小病毒	I3134
犯罪小说（美国电影）	I3135
犯罪心理学（心理学分支学科）	I3136
犹太人	I3137
犹太教	I3138
狂战士（英雄联盟角色）	I3139
狗熊	I3140
狭义相对论	I3141
猪无名高热综合征	I3142
猴（灵长类动物）	I3143
玄学（形而上学）	I3144
王叔和	I3145
王岐山	I3146
王思佳（中国台湾影视艺人）	I3147
王惟一	I3148
王森（中国内地男演员）	I3149
王焘（唐代医家）	I3150
王琳（大连电台体育广播主持人）	I3151
王通（隋朝教育家）	I3152
王韬（中国内地男演员）	I3153
玛斯	I3154
玛雅（玛雅人、玛雅语和玛雅文明的统称）	I3155
玩游戏（ios平台应用）	I3156
环境保护（自然空气环境保护）	I3157
环境决定论	I3158
环境化学（环境科学中的学科分支）	I3159
环境恶化	I3160
环球金融危机	I3161
环绕地球	I3162
现代主义	I3163
现代医学	I3164
现代哲学	I3165
现代宇宙学	I3166
现代密码学	I3167
现代小说（文学体裁）	I3168
现代性	I3169
现代文学	I3170
现代汉语词汇	I3171
现代物理学	I3172
现代社会	I3173
现代社会学理论	I3174
现代经济学	I3175
现代舞	I3176
现代逻辑	I3177
现代音乐	I3178
现场品牌体验	I3179
现象学（20世纪在西方流行的一种哲学思潮）	I3180
玻化砖	I3181
玻璃（硅酸盐类非金属材料）	I3182
玻色-爱因斯坦凝聚态	I3183
珍妮·古道尔	I3184
珠江	I3185
珠穆朗玛峰（世界最高峰）	I3186
球状星团	I3187
理性主义	I3188
理性选择理论	I3189
理性预期理论	I3190
理性预期（经济学术语）	I3191
理性（哲学概念）	I3192
理想国（古希腊哲学家柏拉图著作）	I3193
理查德·费曼	I3194
理查德·马修·斯托曼	I3195
理查森（物理学家）	I3196
理论家	I3197
理论心理学	I3198
理论检验	I3199
理论模型	I3200
理论物理	I3201
理论物理学	I3202
理论物理学家	I3203
理论知识	I3204
琥珀（课文：奇异的琥珀）	I3205
琼·罗宾逊	I3206
琼州海峡	I3207
琼瑶（中国当代作家、编剧）	I3208
瑞典	I3209
瑞典隆德大学	I3210
瑞士（欧洲发达国家）	I3211
瑞金	I3212
瓦伦纽斯	I3213
瓦尔拉斯	I3214
瓦窑堡会议	I3215
甘肃	I3216
生产可能性边界	I3217
生产可能性边界线	I3218
生产总值	I3219
生产成本	I3220
生产资料私有制	I3221
生命中不能承受之情	I3222
生命起源理论	I3223
生存权	I3224
生态环境（生态关系组成的环境的简称）	I3225
生态系统	I3226
生态经济学（经济学分支学）	I3227
生活事件	I3228
生活体验	I3229
生活方式（各个民族、阶级和社会群体的生活模式）	I3230
生物分子	I3231
生物分类学	I3232
生物制品	I3233
生物化学（自然科学）	I3234
生物化石	I3235
生物圈	I3236
生物地球化学	I3237
生物声学	I3238
生物多样性公约	I3239
生物多样性（生态学术语）	I3240
生物学家	I3241
生物学（自然科学六大基础学科之一）	I3242
生物心理学	I3243
生物环境	I3244
生物科学	I3245
生物能源	I3246
生物（具有动能的生命体）	I3247
生理心理学	I3248
用户	I3249
用户态	I3250
甲方乙方（1997年冯小刚执导电影）	I3251
甲骨文公司	I3252
申不害	I3253
申请专利	I3254
电力线路	I3255
电子工程学	I3256
电子工程师	I3257
电子游戏	I3258
电子设计自动化	I3259
电子邮件	I3260
电子音乐	I3261
电子音乐制作	I3262
电子（基本粒子之一）	I3263
电导率	I3264
电影产业	I3265
电影制作	I3266
电影发行	I3267
电影摄影机	I3268
电影放映	I3269
电影理论	I3270
电影画面	I3271
电影票房	I3272
电影评论	I3273
电影语言（电影术语）	I3274
电影院（放映电影的场所公共场所）	I3275
电影音轨	I3276
电影（世界图书出版公司出版图书）	I3277
电影（综合的现代科技与艺术）	I3278
电影（范晓萱演唱歌曲）	I3279
电晶体	I3280
电机工程学	I3281
电气和电子工程师协会	I3282
电波星系	I3283
电磁力	I3284
电磁场	I3285
电磁学（物理学科分类）	I3286
电磁波	I3287
电磁波谱	I3288
电磁相互作用	I3289
电磁（电磁物理）	I3290
电离氢区	I3291
电脑编程	I3292
电荷守恒	I3293
电荷量	I3294
电视剧（中国电视娱乐杂志）	I3295
电视广告	I3296
电视连续剧（情节连续而分成若干集拍摄的电视剧）	I3297
电视频道	I3298
界门纲目科属种	I3299
留基伯	I3300
留声机（放音装置）	I3301
畜牧业	I3302
疏散星团	I3303
疏水作用	I3304
疡医	I3305
疮疡	I3306
疯羊	I3307
疾病	I3308
疾病（人类的状态）	I3309
病人角色	I3310
病例对照研究	I3311
病历	I3312
病机	I3313
癸辛杂识	I3314
白令海峡	I3315
白姓	I3316
白板说	I3317
白矮星	I3318
白话文	I3319
白话（汉语口语或接近口语的表达方式）	I3320
百世汇通	I3321
百度百科：参考资料	I3322
百科全书派	I3323
皇家海军	I3324
皇族（皇族电子竞技俱乐部 / royal）	I3325
皇甫谧（古代医学家）	I3326
皮亚诺公理	I3327
皮埃尔·伽桑狄	I3328
皮埃尔·居里	I3329
皮尔森相关系数	I3330
皮影戏（民间传统艺术）	I3331
皮锡瑞	I3332
监察机关	I3333
监护制度	I3334
监狱制度	I3335
盖乌斯·尤利乌斯·恺撒（罗马共和国独裁官）	I3336
盖伦（古罗马时代医学家）	I3337
盖瑞·贝克	I3338
盗梦空间	I3339
盘古（中国上古神话人物）	I3340
盛一伦	I3341
目标（公司名称）	I3342
目的论	I3343
直接选举	I3344
直角尺	I3345
直辖市	I3346
相互作用论	I3347
相似性	I3348
相关系数	I3349
相对价格	I3350
相对分子质量	I3351
相对原子质量	I3352
相对性理论	I3353
相对论（关于时空和引力的基本理论）	I3354
相对速度	I3355
相控阵雷达	I3356
省部级副职	I3357
省部级官员	I3358
